program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,ceiling,allocation_type,category,subcategory,notes,fund_category
EDN450,SCHOOL FACILITIES AUTHORITY,EDN,EDN,Operating,A,2027,1738979.0,,,,Education,,,General Funds
EDN500,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,A,2027,6325235.0,,,,Education,,,General Funds
EDN500,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,B,2027,1633908.0,,,,Education,,,Special Funds
EDN500,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,N,2027,3266757.0,,,,Education,,,Federal Funds
EDN500,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,W,2027,23224665.0,,,,Education,,,Revolving Funds
EDN500,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,P,2027,300000.0,,,,Education,,,Other Federal Funds
EDN600,CHARTER SCHOOLS,EDN,EDN,Operating,A,2027,162578377.0,,,,Education,,,General Funds
EDN600,CHARTER SCHOOLS,EDN,EDN,Operating,N,2027,5042000.0,,,,Education,,,Federal Funds
EDN612,CHARTER SCHOOLS COMMISSION AND ADMINISTRATION,EDN,EDN,Operating,A,2027,12564269.0,,,,Education,,,General Funds
EDN612,CHARTER SCHOOLS COMMISSION AND ADMINISTRATION,EDN,EDN,Operating,N,2027,1800000.0,,,,Education,,,Federal Funds
EDN700,EARLY LEARNING,EDN,EDN,Operating,N,2027,125628.0,,,,Education,,,Federal Funds
EDN700,EARLY LEARNING,EDN,EDN,Operating,B,2027,3000000.0,,,,Education,,,Special Funds
EDN700,EARLY LEARNING,EDN,EDN,Operating,A,2027,24749084.0,,,,Education,,,General Funds
EDN700,EARLY LEARNING,EDN,EDN,Operating,P,2027,380000.0,,,,Education,,,Other Federal Funds
GOV100,OFFICE OF THE GOVERNOR,GOV,GOV,Operating,A,2027,4551872.0,,,,Government Operations,,,General Funds
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,HHL,Operating,B,2027,4824709.0,,,,Human Services,,,Special Funds
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,HHL,Operating,P,2027,442800.0,,,,Human Services,,,Other Federal Funds
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,HHL,Operating,W,2027,7000000.0,,,,Human Services,,,Revolving Funds
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,HHL,Operating,T,2027,3740534.0,,,,Human Services,,,Trust Funds
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,HHL,Operating,N,2027,24126731.0,,,,Human Services,,,Federal Funds
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,HHL,Operating,A,2027,10000000.0,,,,Human Services,,,General Funds
HHL625,ADMINISTRATION AND OPERATING SUPPORT,HHL,HHL,Operating,A,2027,18032234.0,,,,Human Services,,,General Funds
HMS202,"AGED, BLIND AND DISABLED PAYMENTS",HMS,HMS,Operating,A,2027,4029480.0,,,,Human Services,,,General Funds
HMS204,GENERAL ASSISTANCE PAYMENTS,HMS,HMS,Operating,A,2027,23889056.0,,,,Human Services,,,General Funds
HMS204,GENERAL ASSISTANCE PAYMENTS,HMS,HMS,Operating,B,2027,3000000.0,,,,Human Services,,,Special Funds
HMS206,FEDERAL ASSISTANCE PAYMENTS,HMS,HMS,Operating,N,2027,8345024.0,,,,Human Services,,,Federal Funds
HMS211,CASH SUPPORT FOR FAMILIES - SELF-SUFFICIENCY,HMS,HMS,Operating,N,2027,44000000.0,,,,Human Services,,,Federal Funds
HMS211,CASH SUPPORT FOR FAMILIES - SELF-SUFFICIENCY,HMS,HMS,Operating,A,2027,26715965.0,,,,Human Services,,,General Funds
HMS220,RENTAL HOUSING SERVICES,HMS,HMS,Operating,W,2027,5187506.0,,,,Human Services,,,Revolving Funds
HMS220,RENTAL HOUSING SERVICES,HMS,HMS,Operating,A,2027,4694409.0,,,,Human Services,,,General Funds
HMS220,RENTAL HOUSING SERVICES,HMS,HMS,Operating,N,2027,112088200.0,,,,Human Services,,,Federal Funds
HMS222,RENTAL ASSISTANCE SERVICES,HMS,HMS,Operating,N,2027,77039700.0,,,,Human Services,,,Federal Funds
HMS222,RENTAL ASSISTANCE SERVICES,HMS,HMS,Operating,A,2027,1557121.0,,,,Human Services,,,General Funds
HMS224,HOMELESS SERVICES,HMS,HMS,Operating,N,2027,814000.0,,,,Human Services,,,Federal Funds
HMS224,HOMELESS SERVICES,HMS,HMS,Operating,A,2027,27931773.0,,,,Human Services,,,General Funds
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,HMS,Operating,W,2027,17676361.0,,,,Human Services,,,Revolving Funds
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,HMS,Operating,N,2027,27840930.0,,,,Human Services,,,Federal Funds
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,HMS,Operating,A,2027,502838.0,,,,Human Services,,,General Funds
HMS236,CASE MANAGEMENT FOR SELF-SUFFICIENCY,HMS,HMS,Operating,N,2027,26393053.0,,,,Human Services,,,Federal Funds
HMS236,CASE MANAGEMENT FOR SELF-SUFFICIENCY,HMS,HMS,Operating,P,2027,30237.0,,,,Human Services,,,Other Federal Funds
HMS236,CASE MANAGEMENT FOR SELF-SUFFICIENCY,HMS,HMS,Operating,A,2027,19673479.0,,,,Human Services,,,General Funds
HMS237,EMPLOYMENT AND TRAINING,HMS,HMS,Operating,A,2027,469505.0,,,,Human Services,,,General Funds
HMS237,EMPLOYMENT AND TRAINING,HMS,HMS,Operating,N,2027,2575945.0,,,,Human Services,,,Federal Funds
HMS238,DISABILITY DETERMINATION,HMS,HMS,Operating,N,2027,8859927.0,,,,Human Services,,,Federal Funds
HMS301,CHILD PROTECTIVE SERVICES,HMS,HMS,Operating,A,2027,50570717.0,,,,Human Services,,,General Funds
HMS301,CHILD PROTECTIVE SERVICES,HMS,HMS,Operating,N,2027,49452950.0,,,,Human Services,,,Federal Funds
HMS301,CHILD PROTECTIVE SERVICES,HMS,HMS,Operating,P,2027,400000.0,,,,Human Services,,,Other Federal Funds
HMS301,CHILD PROTECTIVE SERVICES,HMS,HMS,Operating,B,2027,6124053.0,,,,Human Services,,,Special Funds
HMS302,GENERAL SUPPORT FOR CHILD CARE,HMS,HMS,Operating,A,2027,2840528.0,,,,Human Services,,,General Funds
HMS302,GENERAL SUPPORT FOR CHILD CARE,HMS,HMS,Operating,N,2027,14137770.0,,,,Human Services,,,Federal Funds
HMS303,CHILD PROTECTIVE SERVICES PAYMENTS,HMS,HMS,Operating,A,2027,48265586.0,,,,Human Services,,,General Funds
HMS303,CHILD PROTECTIVE SERVICES PAYMENTS,HMS,HMS,Operating,N,2027,31542000.0,,,,Human Services,,,Federal Funds
HMS305,CASH SUPPORT FOR CHILD CARE,HMS,HMS,Operating,N,2027,69565754.0,,,,Human Services,,,Federal Funds
HMS305,CASH SUPPORT FOR CHILD CARE,HMS,HMS,Operating,A,2027,57811811.0,,,,Human Services,,,General Funds
HMS401,HEALTH CARE PAYMENTS,HMS,HMS,Operating,P,2027,15798564.0,,,,Human Services,,,Other Federal Funds
HMS401,HEALTH CARE PAYMENTS,HMS,HMS,Operating,U,2027,6781921.0,,,,Human Services,,,Interdepartmental Transfers
HMS401,HEALTH CARE PAYMENTS,HMS,HMS,Operating,N,2027,2291497122.0,,,,Human Services,,,Federal Funds
HMS401,HEALTH CARE PAYMENTS,HMS,HMS,Operating,B,2027,230000000.0,,,,Human Services,,,Special Funds
HMS401,HEALTH CARE PAYMENTS,HMS,HMS,Operating,A,2027,1031466906.0,,,,Human Services,,,General Funds
HMS501,IN-COMMUNITY YOUTH PROGRAMS,HMS,HMS,Operating,A,2027,10800451.0,,,,Human Services,,,General Funds
HMS501,IN-COMMUNITY YOUTH PROGRAMS,HMS,HMS,Operating,N,2027,1534135.0,,,,Human Services,,,Federal Funds
HMS503,HAWAII YOUTH CORRECTIONAL FACILITY (HYCF),HMS,HMS,Operating,A,2027,9992933.0,,,,Human Services,,,General Funds
HMS555,OFFICE OF WELLNESS AND RESILIENCE,HMS,HMS,Operating,A,2027,1346000.0,,,,Human Services,,,General Funds
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,HMS,Operating,N,2027,838010.0,,,,Human Services,,,Federal Funds
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,HMS,Operating,R,2027,10000.0,,,,Human Services,,,Private Contributions
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,HMS,Operating,U,2027,387560.0,,,,Human Services,,,Interdepartmental Transfers
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,HMS,Operating,P,2027,1321390.0,,,,Human Services,,,Other Federal Funds
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,HMS,Operating,A,2027,6875326.0,,,,Human Services,,,General Funds
HMS605,COMMUNITY-BASED RESIDENTIAL & MEDICAID FACILITY SUPPORT,HMS,HMS,Operating,A,2027,17810955.0,,,,Human Services,,,General Funds
HMS777,OFFICE ON HOMELESSNESS AND HOUSING SOLUTIONS,HMS,HMS,Operating,A,2027,611040.0,,,,Human Services,,,General Funds
HMS777,OFFICE ON HOMELESSNESS AND HOUSING SOLUTIONS,HMS,HMS,Capital Improvement,C,2027,13000000.0,,,,Human Services,,,General Obligation Bond Fund
HMS802,VOCATIONAL REHABILITATION,HMS,HMS,Operating,A,2027,6138995.0,,,,Employment,,,General Funds
HMS802,VOCATIONAL REHABILITATION,HMS,HMS,Operating,N,2027,19176876.0,,,,Employment,,,Federal Funds
HMS802,VOCATIONAL REHABILITATION,HMS,HMS,Operating,W,2027,2000000.0,,,,Employment,,,Revolving Funds
HMS888,COMMISSION ON THE STATUS OF WOMEN,HMS,HMS,Operating,A,2027,184462.0,,,,Individual Rights,,,General Funds
HMS901,GENERAL SUPPORT FOR SOCIAL SERVICES,HMS,HMS,Operating,A,2027,3487230.0,,,,Human Services,,,General Funds
HMS901,GENERAL SUPPORT FOR SOCIAL SERVICES,HMS,HMS,Operating,N,2027,3246986.0,,,,Human Services,,,Federal Funds
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,HMS,Operating,N,2027,96345000.0,,,,Human Services,,,Federal Funds
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,HMS,Operating,P,2027,1200000.0,,,,Human Services,,,Other Federal Funds
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,HMS,Operating,A,2027,16133771.0,,,,Human Services,,,General Funds
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,HMS,Operating,B,2027,30104367.0,,,,Human Services,,,Special Funds
HMS903,GENERAL SUPPORT FOR SELF-SUFFICIENCY SERVICES,HMS,HMS,Operating,P,2027,19560000.0,,,,Human Services,,,Other Federal Funds
HMS903,GENERAL SUPPORT FOR SELF-SUFFICIENCY SERVICES,HMS,HMS,Operating,A,2027,48604950.0,,,,Human Services,,,General Funds
HMS903,GENERAL SUPPORT FOR SELF-SUFFICIENCY SERVICES,HMS,HMS,Operating,N,2027,95418155.0,,,,Human Services,,,Federal Funds
HMS904,GENERAL ADMINISTRATION - DHS,HMS,HMS,Operating,N,2027,4788768.0,,,,Human Services,,,Federal Funds
HMS904,GENERAL ADMINISTRATION - DHS,HMS,HMS,Operating,A,2027,14292045.0,,,,Human Services,,,General Funds
HRD102,"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND",HRD,HRD,Operating,A,2027,27649629.0,,,,Government Operations,,,General Funds
HRD102,"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND",HRD,HRD,Operating,U,2027,5178161.0,,,,Government Operations,,,Interdepartmental Transfers
HRD102,"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND",HRD,HRD,Operating,B,2027,700000.0,,,,Government Operations,,,Special Funds
HRD191,SUPPORTING SERVICES – HUMAN RESOURCES DEVELOPMENT,HRD,HRD,Operating,A,2027,2750816.0,,,,Government Operations,,,General Funds
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,HTH,Operating,A,2027,33067876.0,,,,Health,,,General Funds
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,HTH,Operating,N,2027,8827137.0,,,,Health,,,Federal Funds
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,HTH,Operating,U,2027,637849.0,,,,Health,,,Interdepartmental Transfers
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,HTH,Operating,P,2027,5311894.0,,,,Health,,,Other Federal Funds
HTH131,DISEASE OUTBREAK CONTROL,HTH,HTH,Operating,P,2027,9378970.0,,,,Health,,,Other Federal Funds
HTH131,DISEASE OUTBREAK CONTROL,HTH,HTH,Operating,N,2027,3705177.0,,,,Health,,,Federal Funds
HTH131,DISEASE OUTBREAK CONTROL,HTH,HTH,Operating,A,2027,2604086.0,,,,Health,,,General Funds
HTH210,HAWAII HEALTH SYSTEMS CORPORATION – CORPORATE OFFICE,HTH,HTH,Operating,B,2027,17509280.0,,,,Health,,,Special Funds
HTH211,KAHUKU HOSPITAL,HTH,HTH,Operating,A,2027,2032500.0,,,,Health,,,General Funds
HTH211,KAHUKU HOSPITAL,HTH,HTH,Capital Improvement,C,2027,5000000.0,,,,Health,,,General Obligation Bond Fund
HTH212,HAWAII HEALTH SYSTEMS CORPORATION – REGIONS,HTH,HTH,Operating,A,2027,199816303.0,,,,Health,,,General Funds
HTH212,HAWAII HEALTH SYSTEMS CORPORATION – REGIONS,HTH,HTH,Operating,B,2027,582286185.0,,,,Health,,,Special Funds
HTH212,HAWAII HEALTH SYSTEMS CORPORATION – REGIONS,HTH,HTH,Capital Improvement,C,2027,53709000.0,,,,Health,,,General Obligation Bond Fund
HTH213,ALII COMMUNITY CARE,HTH,HTH,Operating,B,2027,3500000.0,,,,Health,,,Special Funds
HTH214,"MAUI HEALTH SYSTEM, A KFH LLC",HTH,HTH,Capital Improvement,C,2027,6000000.0,,,,Health,,,General Obligation Bond Fund
HTH214,"MAUI HEALTH SYSTEM, A KFH LLC",HTH,HTH,Operating,A,2027,6000000.0,,,,Health,,,General Funds
HTH215,HHSC - OAHU REGION,HTH,HTH,Operating,A,2027,14000000.0,,,,Health,,,General Funds
HTH215,HHSC - OAHU REGION,HTH,HTH,Operating,B,2027,48400000.0,,,,Health,,,Special Funds
HTH215,HHSC - OAHU REGION,HTH,HTH,Capital Improvement,C,2027,5110000.0,,,,Health,,,General Obligation Bond Fund
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,HTH,Operating,A,2027,93667271.0,,,,Health,,,General Funds
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,HTH,Operating,B,2027,11610000.0,,,,Health,,,Special Funds
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,HTH,Operating,N,2027,2333370.0,,,,Health,,,Federal Funds
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,HTH,Operating,P,2027,137363.0,,,,Health,,,Other Federal Funds
HTH430,ADULT MENTAL HEALTH - INPATIENT,AGS,AGS,Capital Improvement,C,2027,16750000.0,,,,Health,,,General Obligation Bond Fund
HTH430,ADULT MENTAL HEALTH - INPATIENT,HTH,HTH,Operating,A,2027,134673554.0,,,,Health,,,General Funds
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,HTH,Operating,A,2027,20395713.0,,,,Health,,,General Funds
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,HTH,Operating,B,2027,750000.0,,,,Health,,,Special Funds
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,HTH,Operating,N,2027,9038656.0,,,,Health,,,Federal Funds
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,HTH,Operating,P,2027,6722746.0,,,,Health,,,Other Federal Funds
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,HTH,Operating,A,2027,63631355.0,,,,Health,,,General Funds
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,HTH,Operating,N,2027,2339630.0,,,,Health,,,Federal Funds
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,HTH,Operating,U,2027,2281992.0,,,,Health,,,Interdepartmental Transfers
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,HTH,Operating,B,2027,15375579.0,,,,Health,,,Special Funds
HTH495,BEHAVIORAL HEALTH ADMINISTRATION,HTH,HTH,Operating,A,2027,210907.0,,,,Health,,,General Funds
HTH501,DEVELOPMENTAL DISABILITIES,HTH,HTH,Operating,A,2027,131398120.0,,,,Health,,,General Funds
HTH501,DEVELOPMENTAL DISABILITIES,HTH,HTH,Operating,B,2027,7747738.0,,,,Health,,,Special Funds
HTH520,DISABILITY AND COMMUNICATIONS ACCESS BOARD,HTH,HTH,Operating,B,2027,2186855.0,,,,Human Services,,,Special Funds
HTH520,DISABILITY AND COMMUNICATIONS ACCESS BOARD,HTH,HTH,Operating,U,2027,314641.0,,,,Human Services,,,Interdepartmental Transfers
HTH520,DISABILITY AND COMMUNICATIONS ACCESS BOARD,HTH,HTH,Operating,A,2027,767346.0,,,,Human Services,,,General Funds
HTH560,FAMILY HEALTH SERVICES,HTH,HTH,Operating,A,2027,45566966.0,,,,Health,,,General Funds
HTH560,FAMILY HEALTH SERVICES,HTH,HTH,Operating,U,2027,101558.0,,,,Health,,,Interdepartmental Transfers
HTH560,FAMILY HEALTH SERVICES,HTH,HTH,Operating,P,2027,12523019.0,,,,Health,,,Other Federal Funds
HTH560,FAMILY HEALTH SERVICES,HTH,HTH,Operating,B,2027,17965804.0,,,,Health,,,Special Funds
HTH560,FAMILY HEALTH SERVICES,HTH,HTH,Operating,N,2027,38121215.0,,,,Health,,,Federal Funds
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,HTH,Operating,A,2027,7041748.0,,,,Health,,,General Funds
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,HTH,Operating,B,2027,48706356.0,,,,Health,,,Special Funds
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,HTH,Operating,U,2027,1192408.0,,,,Health,,,Interdepartmental Transfers
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,HTH,Operating,P,2027,6740166.0,,,,Health,,,Other Federal Funds
HTH595,HEALTH RESOURCES ADMINISTRATION,HTH,HTH,Operating,A,2027,244093.0,,,,Health,,,General Funds
HTH596,OFFICE OF MEDICAL CANNABIS CONTROL & REGULATION,HTH,HTH,Operating,A,2027,3109260.0,,,,Health,,,General Funds
HTH596,OFFICE OF MEDICAL CANNABIS CONTROL & REGULATION,HTH,HTH,Operating,B,2027,2425368.0,,,,Health,,,Special Funds
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,HTH,Operating,P,2027,396994.0,,,,Health,,,Other Federal Funds
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,HTH,Operating,U,2027,271269.0,,,,Health,,,Interdepartmental Transfers
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,HTH,Operating,N,2027,158000.0,,,,Health,,,Federal Funds
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,HTH,Operating,B,2027,4936115.0,,,,Health,,,Special Funds
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,HTH,Operating,A,2027,9292836.0,,,,Health,,,General Funds
HTH710,STATE LABORATORY SERVICES,HTH,HTH,Operating,A,2027,9262196.0,,,,Health,,,General Funds
HTH710,STATE LABORATORY SERVICES,HTH,HTH,Operating,N,2027,1029222.0,,,,Health,,,Federal Funds
HTH710,STATE LABORATORY SERVICES,HTH,HTH,Operating,W,2027,23967.0,,,,Health,,,Revolving Funds
HTH710,STATE LABORATORY SERVICES,HTH,HTH,Operating,P,2027,429999.0,,,,Health,,,Other Federal Funds
HTH710,STATE LABORATORY SERVICES,HTH,HTH,Operating,B,2027,272901.0,,,,Health,,,Special Funds
HTH720,HEALTH CARE ASSURANCE,HTH,HTH,Operating,A,2027,4030204.0,,,,Health,,,General Funds
HTH720,HEALTH CARE ASSURANCE,HTH,HTH,Operating,B,2027,2105000.0,,,,Health,,,Special Funds
HTH720,HEALTH CARE ASSURANCE,HTH,HTH,Operating,P,2027,4841562.0,,,,Health,,,Other Federal Funds
HTH730,EMERGENCY MEDICAL SERVICES AND INJURY PREVENTION SYSTEM,HTH,HTH,Operating,B,2027,22323419.0,,,,Health,,,Special Funds
HTH730,EMERGENCY MEDICAL SERVICES AND INJURY PREVENTION SYSTEM,HTH,HTH,Operating,A,2027,59321974.0,,,,Health,,,General Funds
HTH730,EMERGENCY MEDICAL SERVICES AND INJURY PREVENTION SYSTEM,HTH,HTH,Operating,P,2027,420000.0,,,,Health,,,Other Federal Funds
HTH760,HEALTH STATUS MONITORING,HTH,HTH,Operating,A,2027,2258388.0,,,,Health,,,General Funds
HTH760,HEALTH STATUS MONITORING,HTH,HTH,Operating,B,2027,530318.0,,,,Health,,,Special Funds
HTH760,HEALTH STATUS MONITORING,HTH,HTH,Operating,P,2027,627294.0,,,,Health,,,Other Federal Funds
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Operating,P,2027,7998178.0,,,,Environment,,,Other Federal Funds
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Operating,N,2027,4064084.0,,,,Environment,,,Federal Funds
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Operating,W,2027,260514599.0,,,,Environment,,,Revolving Funds
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Capital Improvement,C,2027,10995000.0,,,,Environment,,,General Obligation Bond Fund
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Capital Improvement,N,2027,54964000.0,,,,Environment,,Investment Capital - Fund Type: N,Federal Funds
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Operating,A,2027,7379458.0,,,,Environment,,,General Funds
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Operating,U,2027,3013024.0,,,,Environment,,,Interdepartmental Transfers
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Operating,B,2027,80891943.0,,,,Environment,,,Special Funds
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,HTH,Operating,W,2027,2826328.0,,,,Environment,,,Revolving Funds
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,HTH,Operating,P,2027,5751220.0,,,,Environment,,,Other Federal Funds
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,HTH,Operating,A,2027,3878888.0,,,,Environment,,,General Funds
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,HTH,Operating,N,2027,189937.0,,,,Environment,,,Federal Funds
HTH904,EXECUTIVE OFFICE ON AGING,HTH,HTH,Operating,A,2027,13024068.0,,,,Human Services,,,General Funds
HTH904,EXECUTIVE OFFICE ON AGING,HTH,HTH,Operating,N,2027,10405377.0,,,,Human Services,,,Federal Funds
HTH904,EXECUTIVE OFFICE ON AGING,HTH,HTH,Operating,P,2027,1223791.0,,,,Human Services,,,Other Federal Funds
HTH905,DEVELOPMENTAL DISABILITIES COUNCIL,HTH,HTH,Operating,N,2027,527570.0,,,,Health,,,Federal Funds
HTH905,DEVELOPMENTAL DISABILITIES COUNCIL,HTH,HTH,Operating,A,2027,262940.0,,,,Health,,,General Funds
HTH906,STATE HEALTH PLANNING AND DEVELOPMENT AGENCY,HTH,HTH,Operating,A,2027,726733.0,,,,Health,,,General Funds
HTH906,STATE HEALTH PLANNING AND DEVELOPMENT AGENCY,HTH,HTH,Operating,B,2027,114000.0,,,,Health,,,Special Funds
HTH907,GENERAL ADMINISTRATION,HTH,HTH,Operating,A,2027,32038805.0,,,,Health,,,General Funds
HTH907,GENERAL ADMINISTRATION,HTH,HTH,Operating,P,2027,684932.0,,,,Health,,,Other Federal Funds
HTH907,GENERAL ADMINISTRATION,HTH,HTH,Operating,N,2027,5275000.0,,,,Health,,,Federal Funds
HTH908,OFFICE OF LANGUAGE ACCESS,HTH,HTH,Operating,A,2027,714494.0,,,,Health,,,General Funds
LAW502,NARCOTICS ENFORCEMENT DIVISION,LAW,LAW,Operating,A,2027,1713945.0,,,,Public Safety,,,General Funds
LAW502,NARCOTICS ENFORCEMENT DIVISION,LAW,LAW,Operating,W,2027,1004853.0,,,,Public Safety,,,Revolving Funds
LAW502,NARCOTICS ENFORCEMENT DIVISION,LAW,LAW,Operating,P,2027,800000.0,,,,Public Safety,,,Other Federal Funds
LAW503,SHERIFF,LAW,LAW,Operating,N,2027,600000.0,,,,Public Safety,,,Federal Funds
LAW503,SHERIFF,LAW,LAW,Operating,A,2027,28623526.0,,,,Public Safety,,,General Funds
LAW503,SHERIFF,LAW,LAW,Operating,U,2027,19616116.0,,,,Public Safety,,,Interdepartmental Transfers
LAW503,SHERIFF,LAW,LAW,Operating,P,2027,600000.0,,,,Public Safety,,,Other Federal Funds
LAW504,CRIMINAL INVESTIGATION DIVISION,LAW,LAW,Operating,A,2027,3462585.0,,,,Public Safety,,,General Funds
LAW504,CRIMINAL INVESTIGATION DIVISION,LAW,LAW,Operating,U,2027,731972.0,,,,Public Safety,,,Interdepartmental Transfers
LAW505,LAW ENFORCEMENT TRAINING DIVISION,LAW,LAW,Operating,A,2027,2668464.0,,,,Public Safety,,,General Funds
LAW900,GENERAL ADMINISTRATION,LAW,LAW,Operating,A,2027,16957744.0,,,,Public Safety,,,General Funds
LAW900,GENERAL ADMINISTRATION,LAW,LAW,Operating,U,2027,5000000.0,,,,Public Safety,,,Interdepartmental Transfers
LAW901,OFFICE OF HOMELAND SECURITY,LAW,LAW,Operating,P,2027,9550715.0,,,,Public Safety,,,Other Federal Funds
LAW901,OFFICE OF HOMELAND SECURITY,LAW,LAW,Operating,N,2027,4551095.0,,,,Public Safety,,,Federal Funds
LAW901,OFFICE OF HOMELAND SECURITY,LAW,LAW,Operating,A,2027,2362031.0,,,,Public Safety,,,General Funds
LBR111,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,P,2027,300000.0,,,,Employment,,,Other Federal Funds
LBR111,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,U,2027,2891173.0,,,,Employment,,,Interdepartmental Transfers
LBR111,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,N,2027,6550000.0,,,,Employment,,,Federal Funds
LBR111,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,B,2027,5364646.0,,,,Employment,,,Special Funds
LBR111,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,A,2027,6822007.0,,,,Employment,,,General Funds
LBR135,WORKFORCE DEVELOPMENT COUNCIL,LBR,LBR,Operating,A,2027,455026.0,,,,Employment,,,General Funds
LBR135,WORKFORCE DEVELOPMENT COUNCIL,LBR,LBR,Operating,N,2027,10700000.0,,,,Employment,,,Federal Funds
LBR143,HAWAII OCCUPATIONAL SAFETY AND HEALTH PROGRAM,LBR,LBR,Operating,W,2027,2746105.0,,,,Employment,,,Revolving Funds
LBR143,HAWAII OCCUPATIONAL SAFETY AND HEALTH PROGRAM,LBR,LBR,Operating,P,2027,2400000.0,,,,Employment,,,Other Federal Funds
LBR143,HAWAII OCCUPATIONAL SAFETY AND HEALTH PROGRAM,LBR,LBR,Operating,A,2027,1393204.0,,,,Employment,,,General Funds
